 15500   1113100
 15600   1095700
 15700   1078500
 15800   1061700
 15900   1045000
 16000   1028700
 16100   1012600
 16200    996800
 16300    981210
 16400    965860
 16500    950740
 16600    935870
 16700    921230
 16800    906820
 16900    892630
 17000    878660
 17100    864920
 17200    851380
 17300    838060
 17400    824950
 17500    812050
 17600    799340
 17700    786840
 17800    774520
 17900    762410
 18000    750480
 18100    738740
 18200    727180
 18300    715800
 18400    704600
 18500    692580
 18600    682730
 18700    672050
 18800    661530
 18900    651180
 19000    641000
 19100    630970
 19200    621100
 19300    611380
 19400    601810
 19500    592400
 19600    583130
 19700    574010
 19800    565030
 19900    556190
 20000    547480
 20100    538920
 20200    530490
 20300    522200
 20400    514050
 20500    506020
 20600    498120
 20700    490350
 20800    482710
 20900    475190
 21000    467780
 21100    460500
 21200    453330
 21300    446280
 21400    439340
 21500    432510
 21600    425790
 21700    419180
 21800    412680
 21900    406270
 22000    399970
 22100    393770
 22200    387670
 22300    381670
 22400    375670
 22500    369950
 22600    364230
 22700    358600
 22800    353060
 22900    347600
 23000    342240
 23100    336960
 23200    331760
 23300    326650
 23400    321610
 23500    316660
 23600    311780
 23700    306990
 23800    302260
 23900    297620
 24000    293040
 24100    288540
 24200    284110
 24300    279750
 24400    275460
 24500    271240
 24600    267080
 24700    262990
 24800    258960
 24900    255000
 25000    251100
 25100    247260
 25200    243480
 25300    239760
 25400    236100
 25500    232490
 25600    228950
 25700    225450
 25800    222020
 25900    218630
 26000    215300
 26100    212030
 26200    208800
 26300    205620
 26400    202500
 26500    199420
 26600    196390
 26700    193410
 26800    190470
 26900    187580
 27000    187740
 27100    181940
 27200    179180
 27300    176470
 27400    173800
 27500    171170
 27600    168580
 27700    166030
 27800    163520
 27900    161060
 28000    158620
 28100    156230
 28200    153870
 28300    151550
 28400    149270
 28500    147020
 28600    144810
 28700    142630
 28800    140480
 28900    138370
 29000    136290
 29100    134240
 29200    132230
 29300    130240
 29400    128290
 29500    126370
 29600    124470
 29700    122610
 29800    120770
 29900    118960
 30000    117180
 30100    115430
 30200    113700
 30300    112000
 30400    110330
 30500    108680
 30600    107060
 30700    105460
 30800    103890
 30900    102340
 31000    100820
 31100     99321
 31200     97843
 31300     96387
 31400     94954
 31500     93542
 31600     92152
 31700     90783
 31800     89435
 31900     88108
 32000     86801
 32200     84249
 32400     81777
 32600     79384
 32800     77067
 33000     74822
 33200     72648
 33400     70542
 33600     68503
 33800     66526
 34000     64612
 34200     62756
 34400     60959
 34600     59217
 34800     57528
 35000     55892
 35200     54306
 35400     52768
 35600     51277
 35800     49832
 36000     48431
 36200     47072
 36400     45755
 36600     44477
 36800     43238
 37000     42036
 37200     40870
 37400     39739
 37600     38642
 37800     37578
 38000     36545
 38200     35543
 38400     34570
 38600     33626
 38800     32711
 39000     31822
 39200     30959
 39400     30121
 39600     29308
 39800     28518
 40000     27752
 40200     27007
 40400     26285
 40600     25583
 40800     24901
 41000     24239
 41200     23596
 41400     22971
 41600     22365
 41800     21775
 42000     21202
 42200     20646
 42400     20105
 42600     19580
 42800     19069
 43000     18573
 43200     18091
 43400     17622
 43600     17167
 43800     16724
 44000     16293
 44200     15875
 44400     15468
 44600     15072
 44800     14687
 45000     14313
 45200     13949
 45400     13595
 45600     13251
 45800     12916
 46000     12591
 46200     12274
 46400     11966
 46600     11666
 46800     11374
 47000     11090
 47200     10814
 47400     10544
 47600     10281
 47800     10025
 48000      9775
